NewID,OriginalID,Goodsample,Cutoffmanual,gap_manual,species,donor,0h read 1,0h read2,2h read1,2h read2,8h read1,8h read2
StrainAtlasProphage_249,BU-01_D02,1,10,,Bacteroides_uniformis,H126,BP3_1_BU-01-0h_D02_R1_001.fastq.gz,BP3_1_BU-01-0h_D02_R2_001.fastq.gz,BP3_1_BU-01-2h_D02_R1_001.fastq.gz,BP3_1_BU-01-2h_D02_R2_001.fastq.gz,BP3_1_BU-01-8h_D02_R1_001.fastq.gz,BP3_1_BU-01-8h_D02_R2_001.fastq.gz
StrainAtlasProphage_250,BU-01_D03,1,,,Bacteroides_uniformis,H154,BP3_1_BU-01-0h_D03_R1_001.fastq.gz,BP3_1_BU-01-0h_D03_R2_001.fastq.gz,BP3_1_BU-01-2h_D03_R1_001.fastq.gz,BP3_1_BU-01-2h_D03_R2_001.fastq.gz,BP3_1_BU-01-8h_D03_R1_001.fastq.gz,BP3_1_BU-01-8h_D03_R2_001.fastq.gz
StrainAtlasProphage_251,BU-01_D04,1,,,Bacteroides_uniformis,H115,BP3_1_BU-01-0h_D04_R1_001.fastq.gz,BP3_1_BU-01-0h_D04_R2_001.fastq.gz,BP3_1_BU-01-2h_D04_R1_001.fastq.gz,BP3_1_BU-01-2h_D04_R2_001.fastq.gz,BP3_1_BU-01-8h_D04_R1_001.fastq.gz,BP3_1_BU-01-8h_D04_R2_001.fastq.gz
StrainAtlasProphage_252,BU-01_D05,1,,,Bacteroides_uniformis,H169,BP3_1_BU-01-0h_D05_R1_001.fastq.gz,BP3_1_BU-01-0h_D05_R2_001.fastq.gz,BP3_1_BU-01-2h_D05_R1_001.fastq.gz,BP3_1_BU-01-2h_D05_R2_001.fastq.gz,BP3_1_BU-01-8h_D05_R1_001.fastq.gz,BP3_1_BU-01-8h_D05_R2_001.fastq.gz
StrainAtlasProphage_253,BU-01_D06,1,,,Bacteroides_uniformis,H77,BP3_1_BU-01-0h_D06_R1_001.fastq.gz,BP3_1_BU-01-0h_D06_R2_001.fastq.gz,BP3_1_BU-01-2h_D06_R1_001.fastq.gz,BP3_1_BU-01-2h_D06_R2_001.fastq.gz,BP3_1_BU-01-8h_D06_R1_001.fastq.gz,BP3_1_BU-01-8h_D06_R2_001.fastq.gz
StrainAtlasProphage_254,BU-01_D07,1,,,Bacteroides_uniformis,H85,BP3_1_BU-01-0h_D07_R1_001.fastq.gz,BP3_1_BU-01-0h_D07_R2_001.fastq.gz,BP3_1_BU-01-2h_D07_R1_001.fastq.gz,BP3_1_BU-01-2h_D07_R2_001.fastq.gz,BP3_1_BU-01-8h_D07_R1_001.fastq.gz,BP3_1_BU-01-8h_D07_R2_001.fastq.gz
StrainAtlasProphage_255,BU-01_D08,1,,,Bacteroides_uniformis,H193,BP3_1_BU-01-0h_D08_R1_001.fastq.gz,BP3_1_BU-01-0h_D08_R2_001.fastq.gz,BP3_1_BU-01-2h_D08_R1_001.fastq.gz,BP3_1_BU-01-2h_D08_R2_001.fastq.gz,BP3_1_BU-01-8h_D08_R1_001.fastq.gz,BP3_1_BU-01-8h_D08_R2_001.fastq.gz
StrainAtlasProphage_256,BU-01_D09,1,,,Bacteroides_uniformis,H64,BP3_1_BU-01-0h_D09_R1_001.fastq.gz,BP3_1_BU-01-0h_D09_R2_001.fastq.gz,BP3_1_BU-01-2h_D09_R1_001.fastq.gz,BP3_1_BU-01-2h_D09_R2_001.fastq.gz,BP3_1_BU-01-8h_D09_R1_001.fastq.gz,BP3_1_BU-01-8h_D09_R2_001.fastq.gz
StrainAtlasProphage_257,BU-01_D10,1,,,Bacteroides_uniformis,H263,BP3_1_BU-01-0h_D10_R1_001.fastq.gz,BP3_1_BU-01-0h_D10_R2_001.fastq.gz,BP3_1_BU-01-2h_D10_R1_001.fastq.gz,BP3_1_BU-01-2h_D10_R2_001.fastq.gz,BP3_1_BU-01-8h_D10_R1_001.fastq.gz,BP3_1_BU-01-8h_D10_R2_001.fastq.gz
StrainAtlasProphage_258,BU-01_D12,1,10,,Bacteroides_uniformis,H220,BP3_1_BU-01-0h_D12_R1_001.fastq.gz,BP3_1_BU-01-0h_D12_R2_001.fastq.gz,BP3_1_BU-01-2h_D12_R1_001.fastq.gz,BP3_1_BU-01-2h_D12_R2_001.fastq.gz,BP3_1_BU-01-8h_D12_R1_001.fastq.gz,BP3_1_BU-01-8h_D12_R2_001.fastq.gz
StrainAtlasProphage_259,BU-01_E01,1,10,,Bacteroides_uniformis,H183,BP3_1_BU-01-0h_E01_R1_001.fastq.gz,BP3_1_BU-01-0h_E01_R2_001.fastq.gz,BP3_1_BU-01-2h_E01_R1_001.fastq.gz,BP3_1_BU-01-2h_E01_R2_001.fastq.gz,BP3_1_BU-01-8h_E01_R1_001.fastq.gz,BP3_1_BU-01-8h_E01_R2_001.fastq.gz
StrainAtlasProphage_260,BU-01_E02,1,10,,Bacteroides_uniformis,H123,BP3_1_BU-01-0h_E02_R1_001.fastq.gz,BP3_1_BU-01-0h_E02_R2_001.fastq.gz,BP3_1_BU-01-2h_E02_R1_001.fastq.gz,BP3_1_BU-01-2h_E02_R2_001.fastq.gz,BP3_1_BU-01-8h_E02_R1_001.fastq.gz,BP3_1_BU-01-8h_E02_R2_001.fastq.gz
StrainAtlasProphage_261,BU-01_E03,1,,,Bacteroides_uniformis,H153,BP3_1_BU-01-0h_E03_R1_001.fastq.gz,BP3_1_BU-01-0h_E03_R2_001.fastq.gz,BP3_1_BU-01-2h_E03_R1_001.fastq.gz,BP3_1_BU-01-2h_E03_R2_001.fastq.gz,BP3_1_BU-01-8h_E03_R1_001.fastq.gz,BP3_1_BU-01-8h_E03_R2_001.fastq.gz
StrainAtlasProphage_262,BU-01_E04,1,,,Bacteroides_uniformis,H190,BP3_1_BU-01-0h_E04_R1_001.fastq.gz,BP3_1_BU-01-0h_E04_R2_001.fastq.gz,BP3_1_BU-01-2h_E04_R1_001.fastq.gz,BP3_1_BU-01-2h_E04_R2_001.fastq.gz,BP3_1_BU-01-8h_E04_R1_001.fastq.gz,BP3_1_BU-01-8h_E04_R2_001.fastq.gz
StrainAtlasProphage_263,BU-01_E05,1,,,Bacteroides_uniformis,H82,BP3_1_BU-01-0h_E05_R1_001.fastq.gz,BP3_1_BU-01-0h_E05_R2_001.fastq.gz,BP3_1_BU-01-2h_E05_R1_001.fastq.gz,BP3_1_BU-01-2h_E05_R2_001.fastq.gz,BP3_1_BU-01-8h_E05_R1_001.fastq.gz,BP3_1_BU-01-8h_E05_R2_001.fastq.gz
StrainAtlasProphage_264,BU-01_E06,1,8,,Bacteroides_uniformis,H86,BP3_1_BU-01-0h_E06_R1_001.fastq.gz,BP3_1_BU-01-0h_E06_R2_001.fastq.gz,BP3_1_BU-01-2h_E06_R1_001.fastq.gz,BP3_1_BU-01-2h_E06_R2_001.fastq.gz,BP3_1_BU-01-8h_E06_R1_001.fastq.gz,BP3_1_BU-01-8h_E06_R2_001.fastq.gz
StrainAtlasProphage_265,BU-01_E07,1,,,Bacteroides_uniformis,H87,BP3_1_BU-01-0h_E07_R1_001.fastq.gz,BP3_1_BU-01-0h_E07_R2_001.fastq.gz,BP3_1_BU-01-2h_E07_R1_001.fastq.gz,BP3_1_BU-01-2h_E07_R2_001.fastq.gz,BP3_1_BU-01-8h_E07_R1_001.fastq.gz,BP3_1_BU-01-8h_E07_R2_001.fastq.gz
StrainAtlasProphage_266,BU-01_E08,1,,,Bacteroides_uniformis,H184,BP3_1_BU-01-0h_E08_R1_001.fastq.gz,BP3_1_BU-01-0h_E08_R2_001.fastq.gz,BP3_1_BU-01-2h_E08_R1_001.fastq.gz,BP3_1_BU-01-2h_E08_R2_001.fastq.gz,BP3_1_BU-01-8h_E08_R1_001.fastq.gz,BP3_1_BU-01-8h_E08_R2_001.fastq.gz
StrainAtlasProphage_267,BU-01_E09,1,,,Bacteroides_uniformis,H57,BP3_1_BU-01-0h_E09_R1_001.fastq.gz,BP3_1_BU-01-0h_E09_R2_001.fastq.gz,BP3_1_BU-01-2h_E09_R1_001.fastq.gz,BP3_1_BU-01-2h_E09_R2_001.fastq.gz,BP3_1_BU-01-8h_E09_R1_001.fastq.gz,BP3_1_BU-01-8h_E09_R2_001.fastq.gz
StrainAtlasProphage_268,BU-01_E10,1,,,Bacteroides_uniformis,H273,BP3_1_BU-01-0h_E10_R1_001.fastq.gz,BP3_1_BU-01-0h_E10_R2_001.fastq.gz,BP3_1_BU-01-2h_E10_R1_001.fastq.gz,BP3_1_BU-01-2h_E10_R2_001.fastq.gz,BP3_1_BU-01-8h_E10_R1_001.fastq.gz,BP3_1_BU-01-8h_E10_R2_001.fastq.gz
StrainAtlasProphage_269,BU-01_E11,1,,,Bacteroides_uniformis,H252,BP3_1_BU-01-0h_E11_R1_001.fastq.gz,BP3_1_BU-01-0h_E11_R2_001.fastq.gz,BP3_1_BU-01-2h_E11_R1_001.fastq.gz,BP3_1_BU-01-2h_E11_R2_001.fastq.gz,BP3_1_BU-01-8h_E11_R1_001.fastq.gz,BP3_1_BU-01-8h_E11_R2_001.fastq.gz
StrainAtlasProphage_270,BU-01_E12,1,,,Bacteroides_uniformis,H296,BP3_1_BU-01-0h_E12_R1_001.fastq.gz,BP3_1_BU-01-0h_E12_R2_001.fastq.gz,BP3_1_BU-01-2h_E12_R1_001.fastq.gz,BP3_1_BU-01-2h_E12_R2_001.fastq.gz,BP3_1_BU-01-8h_E12_R1_001.fastq.gz,BP3_1_BU-01-8h_E12_R2_001.fastq.gz
StrainAtlasProphage_271,BU-01_F01,1,,,Bacteroides_uniformis,H181,BP3_1_BU-01-0h_F01_R1_001.fastq.gz,BP3_1_BU-01-0h_F01_R2_001.fastq.gz,BP3_1_BU-01-2h_F01_R1_001.fastq.gz,BP3_1_BU-01-2h_F01_R2_001.fastq.gz,BP3_1_BU-01-8h_F01_R1_001.fastq.gz,BP3_1_BU-01-8h_F01_R2_001.fastq.gz
StrainAtlasProphage_272,BU-01_F03,1,,,Bacteroides_uniformis,H155,BP3_1_BU-01-0h_F03_R1_001.fastq.gz,BP3_1_BU-01-0h_F03_R2_001.fastq.gz,BP3_1_BU-01-2h_F03_R1_001.fastq.gz,BP3_1_BU-01-2h_F03_R2_001.fastq.gz,BP3_1_BU-01-8h_F03_R1_001.fastq.gz,BP3_1_BU-01-8h_F03_R2_001.fastq.gz
StrainAtlasProphage_273,BU-01_F04,1,,,Bacteroides_uniformis,H187,BP3_1_BU-01-0h_F04_R1_001.fastq.gz,BP3_1_BU-01-0h_F04_R2_001.fastq.gz,BP3_1_BU-01-2h_F04_R1_001.fastq.gz,BP3_1_BU-01-2h_F04_R2_001.fastq.gz,BP3_1_BU-01-8h_F04_R1_001.fastq.gz,BP3_1_BU-01-8h_F04_R2_001.fastq.gz
StrainAtlasProphage_274,BU-01_F05,1,,,Bacteroides_uniformis,H83,BP3_1_BU-01-0h_F05_R1_001.fastq.gz,BP3_1_BU-01-0h_F05_R2_001.fastq.gz,BP3_1_BU-01-2h_F05_R1_001.fastq.gz,BP3_1_BU-01-2h_F05_R2_001.fastq.gz,BP3_1_BU-01-8h_F05_R1_001.fastq.gz,BP3_1_BU-01-8h_F05_R2_001.fastq.gz
StrainAtlasProphage_275,BU-01_F06,1,,6,Bacteroides_uniformis,H93,BP3_1_BU-01-0h_F06_R1_001.fastq.gz,BP3_1_BU-01-0h_F06_R2_001.fastq.gz,BP3_1_BU-01-2h_F06_R1_001.fastq.gz,BP3_1_BU-01-2h_F06_R2_001.fastq.gz,BP3_1_BU-01-8h_F06_R1_001.fastq.gz,BP3_1_BU-01-8h_F06_R2_001.fastq.gz
StrainAtlasProphage_276,BU-01_F07,1,,,Bacteroides_uniformis,H180,BP3_1_BU-01-0h_F07_R1_001.fastq.gz,BP3_1_BU-01-0h_F07_R2_001.fastq.gz,BP3_1_BU-01-2h_F07_R1_001.fastq.gz,BP3_1_BU-01-2h_F07_R2_001.fastq.gz,BP3_1_BU-01-8h_F07_R1_001.fastq.gz,BP3_1_BU-01-8h_F07_R2_001.fastq.gz
StrainAtlasProphage_277,BU-01_F08,1,,,Bacteroides_uniformis,H192,BP3_1_BU-01-0h_F08_R1_001.fastq.gz,BP3_1_BU-01-0h_F08_R2_001.fastq.gz,BP3_1_BU-01-2h_F08_R1_001.fastq.gz,BP3_1_BU-01-2h_F08_R2_001.fastq.gz,BP3_1_BU-01-8h_F08_R1_001.fastq.gz,BP3_1_BU-01-8h_F08_R2_001.fastq.gz
StrainAtlasProphage_278,BU-01_F09,1,10,,Bacteroides_uniformis,H58,BP3_1_BU-01-0h_F09_R1_001.fastq.gz,BP3_1_BU-01-0h_F09_R2_001.fastq.gz,BP3_1_BU-01-2h_F09_R1_001.fastq.gz,BP3_1_BU-01-2h_F09_R2_001.fastq.gz,BP3_1_BU-01-8h_F09_R1_001.fastq.gz,BP3_1_BU-01-8h_F09_R2_001.fastq.gz
StrainAtlasProphage_279,BU-01_F10,1,,,Bacteroides_uniformis,P11,BP3_1_BU-01-0h_F10_R1_001.fastq.gz,BP3_1_BU-01-0h_F10_R2_001.fastq.gz,BP3_1_BU-01-2h_F10_R1_001.fastq.gz,BP3_1_BU-01-2h_F10_R2_001.fastq.gz,BP3_1_BU-01-8h_F10_R1_001.fastq.gz,BP3_1_BU-01-8h_F10_R2_001.fastq.gz
StrainAtlasProphage_280,BU-01_F12,1,,,Bacteroides_uniformis,H266,BP3_1_BU-01-0h_F12_R1_001.fastq.gz,BP3_1_BU-01-0h_F12_R2_001.fastq.gz,BP3_1_BU-01-2h_F12_R1_001.fastq.gz,BP3_1_BU-01-2h_F12_R2_001.fastq.gz,BP3_1_BU-01-8h_F12_R1_001.fastq.gz,BP3_1_BU-01-8h_F12_R2_001.fastq.gz
StrainAtlasProphage_281,BU-01_G01,1,,,Bacteroides_uniformis,H200,BP3_1_BU-01-0h_G01_R1_001.fastq.gz,BP3_1_BU-01-0h_G01_R2_001.fastq.gz,BP3_1_BU-01-2h_G01_R1_001.fastq.gz,BP3_1_BU-01-2h_G01_R2_001.fastq.gz,BP3_1_BU-01-8h_G01_R1_001.fastq.gz,BP3_1_BU-01-8h_G01_R2_001.fastq.gz
StrainAtlasProphage_282,BU-01_G03,1,,,Bacteroides_uniformis,H151,BP3_1_BU-01-0h_G03_R1_001.fastq.gz,BP3_1_BU-01-0h_G03_R2_001.fastq.gz,BP3_1_BU-01-2h_G03_R1_001.fastq.gz,BP3_1_BU-01-2h_G03_R2_001.fastq.gz,BP3_1_BU-01-8h_G03_R1_001.fastq.gz,BP3_1_BU-01-8h_G03_R2_001.fastq.gz
StrainAtlasProphage_283,BU-01_G04,1,5,,Bacteroides_uniformis,H96,BP3_1_BU-01-0h_G04_R1_001.fastq.gz,BP3_1_BU-01-0h_G04_R2_001.fastq.gz,BP3_1_BU-01-2h_G04_R1_001.fastq.gz,BP3_1_BU-01-2h_G04_R2_001.fastq.gz,BP3_1_BU-01-8h_G04_R1_001.fastq.gz,BP3_1_BU-01-8h_G04_R2_001.fastq.gz
StrainAtlasProphage_284,BU-01_G06,1,,,Bacteroides_uniformis,H111,BP3_1_BU-01-0h_G06_R1_001.fastq.gz,BP3_1_BU-01-0h_G06_R2_001.fastq.gz,BP3_1_BU-01-2h_G06_R1_001.fastq.gz,BP3_1_BU-01-2h_G06_R2_001.fastq.gz,BP3_1_BU-01-8h_G06_R1_001.fastq.gz,BP3_1_BU-01-8h_G06_R2_001.fastq.gz
StrainAtlasProphage_285,BU-01_G07,1,,,Bacteroides_uniformis,H97,BP3_1_BU-01-0h_G07_R1_001.fastq.gz,BP3_1_BU-01-0h_G07_R2_001.fastq.gz,BP3_1_BU-01-2h_G07_R1_001.fastq.gz,BP3_1_BU-01-2h_G07_R2_001.fastq.gz,BP3_1_BU-01-8h_G07_R1_001.fastq.gz,BP3_1_BU-01-8h_G07_R2_001.fastq.gz
StrainAtlasProphage_286,BU-01_G08,1,,,Bacteroides_uniformis,H62,BP3_1_BU-01-0h_G08_R1_001.fastq.gz,BP3_1_BU-01-0h_G08_R2_001.fastq.gz,BP3_1_BU-01-2h_G08_R1_001.fastq.gz,BP3_1_BU-01-2h_G08_R2_001.fastq.gz,BP3_1_BU-01-8h_G08_R1_001.fastq.gz,BP3_1_BU-01-8h_G08_R2_001.fastq.gz
StrainAtlasProphage_287,BU-01_G09,1,,,Bacteroides_uniformis,P74,BP3_1_BU-01-0h_G09_R1_001.fastq.gz,BP3_1_BU-01-0h_G09_R2_001.fastq.gz,BP3_1_BU-01-2h_G09_R1_001.fastq.gz,BP3_1_BU-01-2h_G09_R2_001.fastq.gz,BP3_1_BU-01-8h_G09_R1_001.fastq.gz,BP3_1_BU-01-8h_G09_R2_001.fastq.gz
StrainAtlasProphage_288,BU-01_G10,1,,,Bacteroides_uniformis,H288,BP3_1_BU-01-0h_G10_R1_001.fastq.gz,BP3_1_BU-01-0h_G10_R2_001.fastq.gz,BP3_1_BU-01-2h_G10_R1_001.fastq.gz,BP3_1_BU-01-2h_G10_R2_001.fastq.gz,BP3_1_BU-01-8h_G10_R1_001.fastq.gz,BP3_1_BU-01-8h_G10_R2_001.fastq.gz
StrainAtlasProphage_289,BU-01_G11,1,,,Bacteroides_uniformis,H256,BP3_1_BU-01-0h_G11_R1_001.fastq.gz,BP3_1_BU-01-0h_G11_R2_001.fastq.gz,BP3_1_BU-01-2h_G11_R1_001.fastq.gz,BP3_1_BU-01-2h_G11_R2_001.fastq.gz,BP3_1_BU-01-8h_G11_R1_001.fastq.gz,BP3_1_BU-01-8h_G11_R2_001.fastq.gz
StrainAtlasProphage_290,BU-01_G12,1,10,,Bacteroides_uniformis,H210,BP3_1_BU-01-0h_G12_R1_001.fastq.gz,BP3_1_BU-01-0h_G12_R2_001.fastq.gz,BP3_1_BU-01-2h_G12_R1_001.fastq.gz,BP3_1_BU-01-2h_G12_R2_001.fastq.gz,BP3_1_BU-01-8h_G12_R1_001.fastq.gz,BP3_1_BU-01-8h_G12_R2_001.fastq.gz
StrainAtlasProphage_291,BU-01_H01,1,,,Bacteroides_uniformis,H24,BP3_1_BU-01-0h_H01_R1_001.fastq.gz,BP3_1_BU-01-0h_H01_R2_001.fastq.gz,BP3_1_BU-01-2h_H01_R1_001.fastq.gz,BP3_1_BU-01-2h_H01_R2_001.fastq.gz,BP3_1_BU-01-8h_H01_R1_001.fastq.gz,BP3_1_BU-01-8h_H01_R2_001.fastq.gz
StrainAtlasProphage_292,BU-01_H02,1,,,Bacteroides_uniformis,H196,BP3_1_BU-01-0h_H02_R1_001.fastq.gz,BP3_1_BU-01-0h_H02_R2_001.fastq.gz,BP3_1_BU-01-2h_H02_R1_001.fastq.gz,BP3_1_BU-01-2h_H02_R2_001.fastq.gz,BP3_1_BU-01-8h_H02_R1_001.fastq.gz,BP3_1_BU-01-8h_H02_R2_001.fastq.gz
StrainAtlasProphage_293,BU-01_H03,1,2,,Bacteroides_uniformis,H149,BP3_1_BU-01-0h_H03_R1_001.fastq.gz,BP3_1_BU-01-0h_H03_R2_001.fastq.gz,BP3_1_BU-01-2h_H03_R1_001.fastq.gz,BP3_1_BU-01-2h_H03_R2_001.fastq.gz,BP3_1_BU-01-8h_H03_R1_001.fastq.gz,BP3_1_BU-01-8h_H03_R2_001.fastq.gz
StrainAtlasProphage_294,BU-01_H04,1,,,Bacteroides_uniformis,H115,BP3_1_BU-01-0h_H04_R1_001.fastq.gz,BP3_1_BU-01-0h_H04_R2_001.fastq.gz,BP3_1_BU-01-2h_H04_R1_001.fastq.gz,BP3_1_BU-01-2h_H04_R2_001.fastq.gz,BP3_1_BU-01-8h_H04_R1_001.fastq.gz,BP3_1_BU-01-8h_H04_R2_001.fastq.gz
StrainAtlasProphage_295,BU-01_H05,1,,,Bacteroides_uniformis,H188,BP3_1_BU-01-0h_H05_R1_001.fastq.gz,BP3_1_BU-01-0h_H05_R2_001.fastq.gz,BP3_1_BU-01-2h_H05_R1_001.fastq.gz,BP3_1_BU-01-2h_H05_R2_001.fastq.gz,BP3_1_BU-01-8h_H05_R1_001.fastq.gz,BP3_1_BU-01-8h_H05_R2_001.fastq.gz
StrainAtlasProphage_296,BU-01_H06,1,,,Bacteroides_uniformis,H89,BP3_1_BU-01-0h_H06_R1_001.fastq.gz,BP3_1_BU-01-0h_H06_R2_001.fastq.gz,BP3_1_BU-01-2h_H06_R1_001.fastq.gz,BP3_1_BU-01-2h_H06_R2_001.fastq.gz,BP3_1_BU-01-8h_H06_R1_001.fastq.gz,BP3_1_BU-01-8h_H06_R2_001.fastq.gz
StrainAtlasProphage_297,BU-01_H07,1,10,,Bacteroides_uniformis,H65,BP3_1_BU-01-0h_H07_R1_001.fastq.gz,BP3_1_BU-01-0h_H07_R2_001.fastq.gz,BP3_1_BU-01-2h_H07_R1_001.fastq.gz,BP3_1_BU-01-2h_H07_R2_001.fastq.gz,BP3_1_BU-01-8h_H07_R1_001.fastq.gz,BP3_1_BU-01-8h_H07_R2_001.fastq.gz
StrainAtlasProphage_298,BU-01_H08,1,,,Bacteroides_uniformis,H199,BP3_1_BU-01-0h_H08_R1_001.fastq.gz,BP3_1_BU-01-0h_H08_R2_001.fastq.gz,BP3_1_BU-01-2h_H08_R1_001.fastq.gz,BP3_1_BU-01-2h_H08_R2_001.fastq.gz,BP3_1_BU-01-8h_H08_R1_001.fastq.gz,BP3_1_BU-01-8h_H08_R2_001.fastq.gz
StrainAtlasProphage_299,GA-05_A02,1,,,Bacteroides_ovatus,P46,BP3_1_GA-05-0h_A02_R1_001.fastq.gz,BP3_1_GA-05-0h_A02_R2_001.fastq.gz,BP3_1_GA-05-2h_A02_R1_001.fastq.gz,BP3_1_GA-05-2h_A02_R2_001.fastq.gz,BP3_1_GA-05-8h_A02_R1_001.fastq.gz,BP3_1_GA-05-8h_A02_R2_001.fastq.gz
StrainAtlasProphage_300,GA-05_A04,1,4,5,Bacteroides_uniformis,H288,BP3_1_GA-05-0h_A04_R1_001.fastq.gz,BP3_1_GA-05-0h_A04_R2_001.fastq.gz,BP3_1_GA-05-2h_A04_R1_001.fastq.gz,BP3_1_GA-05-2h_A04_R2_001.fastq.gz,BP3_1_GA-05-8h_A04_R1_001.fastq.gz,BP3_1_GA-05-8h_A04_R2_001.fastq.gz
StrainAtlasProphage_301,GA-05_A05,1,,,Parabacteroides_goldsteinii,H278,BP3_1_GA-05-0h_A05_R1_001.fastq.gz,BP3_1_GA-05-0h_A05_R2_001.fastq.gz,BP3_1_GA-05-2h_A05_R1_001.fastq.gz,BP3_1_GA-05-2h_A05_R2_001.fastq.gz,BP3_1_GA-05-8h_A05_R1_001.fastq.gz,BP3_1_GA-05-8h_A05_R2_001.fastq.gz
StrainAtlasProphage_302,GA-05_A06,1,,,Parabacteroides_distasonis,H282,BP3_1_GA-05-0h_A06_R1_001.fastq.gz,BP3_1_GA-05-0h_A06_R2_001.fastq.gz,BP3_1_GA-05-2h_A06_R1_001.fastq.gz,BP3_1_GA-05-2h_A06_R2_001.fastq.gz,BP3_1_GA-05-8h_A06_R1_001.fastq.gz,BP3_1_GA-05-8h_A06_R2_001.fastq.gz
StrainAtlasProphage_303,GA-05_A07,1,,,Bacteroides_clarus,H251,BP3_1_GA-05-0h_A07_R1_001.fastq.gz,BP3_1_GA-05-0h_A07_R2_001.fastq.gz,BP3_1_GA-05-2h_A07_R1_001.fastq.gz,BP3_1_GA-05-2h_A07_R2_001.fastq.gz,BP3_1_GA-05-8h_A07_R1_001.fastq.gz,BP3_1_GA-05-8h_A07_R2_001.fastq.gz
StrainAtlasProphage_304,GA-05_A08,1,,,Bacteroides_cellulosilyticus,H273,BP3_1_GA-05-0h_A08_R1_001.fastq.gz,BP3_1_GA-05-0h_A08_R2_001.fastq.gz,BP3_1_GA-05-2h_A08_R1_001.fastq.gz,BP3_1_GA-05-2h_A08_R2_001.fastq.gz,BP3_1_GA-05-8h_A08_R1_001.fastq.gz,BP3_1_GA-05-8h_A08_R2_001.fastq.gz
StrainAtlasProphage_305,GA-05_A09,1,,,Bacteroides_fragilis,H258,BP3_1_GA-05-0h_A09_R1_001.fastq.gz,BP3_1_GA-05-0h_A09_R2_001.fastq.gz,BP3_1_GA-05-2h_A09_R1_001.fastq.gz,BP3_1_GA-05-2h_A09_R2_001.fastq.gz,BP3_1_GA-05-8h_A09_R1_001.fastq.gz,BP3_1_GA-05-8h_A09_R2_001.fastq.gz
StrainAtlasProphage_306,GA-05_A10,1,,,Bacteroides_caccae,H252,BP3_1_GA-05-0h_A10_R1_001.fastq.gz,BP3_1_GA-05-0h_A10_R2_001.fastq.gz,BP3_1_GA-05-2h_A10_R1_001.fastq.gz,BP3_1_GA-05-2h_A10_R2_001.fastq.gz,BP3_1_GA-05-8h_A10_R1_001.fastq.gz,BP3_1_GA-05-8h_A10_R2_001.fastq.gz
StrainAtlasProphage_307,GA-05_B01,1,,,Parabacteroides_distasonis,H158,BP3_1_GA-05-0h_B01_R1_001.fastq.gz,BP3_1_GA-05-0h_B01_R2_001.fastq.gz,BP3_1_GA-05-2h_B01_R1_001.fastq.gz,BP3_1_GA-05-2h_B01_R2_001.fastq.gz,BP3_1_GA-05-8h_B01_R1_001.fastq.gz,BP3_1_GA-05-8h_B01_R2_001.fastq.gz
StrainAtlasProphage_308,GA-05_B02,1,,,Bacteroides_xylanisolvens,P46,BP3_1_GA-05-0h_B02_R1_001.fastq.gz,BP3_1_GA-05-0h_B02_R2_001.fastq.gz,BP3_1_GA-05-2h_B02_R1_001.fastq.gz,BP3_1_GA-05-2h_B02_R2_001.fastq.gz,BP3_1_GA-05-8h_B02_R1_001.fastq.gz,BP3_1_GA-05-8h_B02_R2_001.fastq.gz
StrainAtlasProphage_309,GA-05_B04,1,,,Phocaeicola_dorei,H274,BP3_1_GA-05-0h_B04_R1_001.fastq.gz,BP3_1_GA-05-0h_B04_R2_001.fastq.gz,BP3_1_GA-05-2h_B04_R1_001.fastq.gz,BP3_1_GA-05-2h_B04_R2_001.fastq.gz,BP3_1_GA-05-8h_B04_R1_001.fastq.gz,BP3_1_GA-05-8h_B04_R2_001.fastq.gz
StrainAtlasProphage_310,GA-05_B08,1,,,Parabacteroides_distasonis,H273,BP3_1_GA-05-0h_B08_R1_001.fastq.gz,BP3_1_GA-05-0h_B08_R2_001.fastq.gz,BP3_1_GA-05-2h_B08_R1_001.fastq.gz,BP3_1_GA-05-2h_B08_R2_001.fastq.gz,BP3_1_GA-05-8h_B08_R1_001.fastq.gz,BP3_1_GA-05-8h_B08_R2_001.fastq.gz
StrainAtlasProphage_311,GA-05_B10,1,,,Bacteroides_uniformis,H256,BP3_1_GA-05-0h_B10_R1_001.fastq.gz,BP3_1_GA-05-0h_B10_R2_001.fastq.gz,BP3_1_GA-05-2h_B10_R1_001.fastq.gz,BP3_1_GA-05-2h_B10_R2_001.fastq.gz,BP3_1_GA-05-8h_B10_R1_001.fastq.gz,BP3_1_GA-05-8h_B10_R2_001.fastq.gz
StrainAtlasProphage_312,GA-05_B11,1,,,Bacteroides_fragilis,H254,BP3_1_GA-05-0h_B11_R1_001.fastq.gz,BP3_1_GA-05-0h_B11_R2_001.fastq.gz,BP3_1_GA-05-2h_B11_R1_001.fastq.gz,BP3_1_GA-05-2h_B11_R2_001.fastq.gz,BP3_1_GA-05-8h_B11_R1_001.fastq.gz,BP3_1_GA-05-8h_B11_R2_001.fastq.gz
